Id,lat,lng,desc,zip,title,timeStamp,twp,addr,e
22382,40.2147888,-75.6585836,HANOVER ST & BRIANNA CIR;  CHESTER COUNTY; Station 3A84; 2016-02-04 @ 09:08:34;,19465.0,EMS: SUBJECT IN PAIN,2016-02-04 09:08:34,CHESTER COUNTY,HANOVER ST & BRIANNA CIR,1
22383,40.132899,-75.333714,LOGAN ST & MARKLEY ST;  NORRISTOWN; Station 308A; 2016-02-04 @ 09:08:44;,19401.0,EMS: UNKNOWN MEDICAL EMERGENCY,2016-02-04 09:08:44,NORRISTOWN,LOGAN ST & MARKLEY ST,1
22384,40.0121627,-75.2624047,MONTGOMERY AVE & OLD GULPH RD; LOWER MERION; 2016-02-04 @ 09:07:36;,19072.0,Traffic: DISABLED VEHICLE -,2016-02-04 09:07:36,LOWER MERION,MONTGOMERY AVE & OLD GULPH RD,1
22385,40.251523,-75.329557,SUMNEYTOWN PIKE & RAMP RT63 TO I476; TOWAMENCIN; 2016-02-04 @ 09:05:49;,19072.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 09:05:49,TOWAMENCIN,SUMNEYTOWN PIKE & RAMP RT63 TO I476,1
22386,40.243956,-75.614128,HIGH ST & ARMAND HAMMER BLVD; POTTSTOWN; 2016-02-04 @ 09:13:46;,19464.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 09:13:46,POTTSTOWN,HIGH ST & ARMAND HAMMER BLVD,1
22387,40.0808543,-75.297985,10TH AVE & HARRY ST; CONSHOHOCKEN; 2016-02-04 @ 09:19:25-Station:STA35;,19428.0,Fire: GAS-ODOR/LEAK,2016-02-04 09:19:25,CONSHOHOCKEN,10TH AVE & HARRY ST,1
22388,40.3195721,-75.346567,GREEN MEADOW LN & THERESA LN;  FRANCONIA; Station 339; 2016-02-04 @ 09:20:39;,18969.0,EMS: ANIMAL BITE,2016-02-04 09:20:39,FRANCONIA,GREEN MEADOW LN & THERESA LN,1
22389,40.0850736,-75.3886248,GULPH RD & W DEKALB PIKE; UPPER MERION; 2016-02-04 @ 09:20:03;,19406.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 09:20:03,UPPER MERION,GULPH RD & W DEKALB PIKE,1
22390,40.2216258,-75.3875797,SKIPPACK PIKE & EVANSBURG RD; SKIPPACK; 2016-02-04 @ 09:18:30;,19438.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 09:18:30,SKIPPACK,SKIPPACK PIKE & EVANSBURG RD,1
22391,40.0806378,-75.1946145,ARDMORE AVE & HARTWELL LN; SPRINGFIELD; 2016-02-04 @ 09:22:35-Station:STA82;,19038.0,Fire: FIRE ALARM,2016-02-04 09:22:35,SPRINGFIELD,ARDMORE AVE & HARTWELL LN,1
22392,40.119318,-75.3522687,KOHN ST & W AIRY ST;  NORRISTOWN; Station 308A; 2016-02-04 @ 09:30:19;,19401.0,EMS: RESPIRATORY EMERGENCY,2016-02-04 09:30:19,NORRISTOWN,KOHN ST & W AIRY ST,1
22393,40.073729,-75.3088347,OAK ST & W ELM ST; CONSHOHOCKEN; 2016-02-04 @ 09:27:17;,19428.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 09:27:17,CONSHOHOCKEN,OAK ST & W ELM ST,1
22394,40.0974678,-75.1258344,YORK RD & CHERRY ST;  JENKINTOWN; Station 382; 2016-02-04 @ 09:32:52;,19046.0,EMS: ABDOMINAL PAINS,2016-02-04 09:32:52,JENKINTOWN,YORK RD & CHERRY ST,1
22395,40.2473363,-75.3121464,CONESTOGA LN & PICKWICK LN;  TOWAMENCIN; Station 345B; 2016-02-04 @ 09:40:13;,19446.0,EMS: DEHYDRATION,2016-02-04 09:40:13,TOWAMENCIN,CONESTOGA LN & PICKWICK LN,1
22396,40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2016-02-04 @ 09:39:23;,19046.0,EMS: SEIZURES,2016-02-04 09:39:23,ABINGTON,THE FAIRWAY  & RYDAL RD,1
22397,40.1138125,-75.3451199,LAFAYETTE ST & SWEDE ST;  NORRISTOWN; Station 308A; 2016-02-04 @ 09:44:50;,19401.0,EMS: SEIZURES,2016-02-04 09:44:50,NORRISTOWN,LAFAYETTE ST & SWEDE ST,1
22398,40.0700157,-75.3497513,GYPSY LN & LONGVIEW RD;  UPPER MERION; Station 317; 2016-02-04 @ 09:42:54;,19406.0,EMS: SYNCOPAL EPISODE,2016-02-04 09:42:54,UPPER MERION,GYPSY LN & LONGVIEW RD,1
22399,40.1216286,-75.3728375,MAGNOLIA LN & JOSEPH ST;  WEST NORRITON; Station 308B; 2016-02-04 @ 09:45:28;,19403.0,EMS: SYNCOPAL EPISODE,2016-02-04 09:45:28,WEST NORRITON,MAGNOLIA LN & JOSEPH ST,1
22400,40.1713591,-75.2237803,DAGER RD & N BETHLEHEM PIKE; LOWER GWYNEDD; 2016-02-04 @ 09:44:56;,19002.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 09:44:56,LOWER GWYNEDD,DAGER RD & N BETHLEHEM PIKE,1
22401,40.0701839,-75.0985717,TOWNSHIP LINE RD & CHURCH RD;  ABINGTON; Station 382; 2016-02-04 @ 09:47:01;,19027.0,EMS: UNCONSCIOUS SUBJECT,2016-02-04 09:47:01,ABINGTON,TOWNSHIP LINE RD & CHURCH RD,1
22402,40.0688245,-75.3112438,FRONT ST & FAYETTE ST; WEST CONSHOHOCKEN; 2016-02-04 @ 09:53:32;,19428.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 09:53:32,WEST CONSHOHOCKEN,FRONT ST & FAYETTE ST,1
22403,40.1024996,-75.2783186,BUTLER PIKE & GERMANTOWN PIKE;  WHITEMARSH; Station 318; 2016-02-04 @ 10:05:24;,19462.0,EMS: RESPIRATORY EMERGENCY,2016-02-04 10:05:24,WHITEMARSH,BUTLER PIKE & GERMANTOWN PIKE,1
22404,40.0249667,-75.2829046,RIGHTERS FERRY RD & RR OVERPASS; LOWER MERION; 2016-02-04 @ 10:03:13-Station:STA28;,19462.0,Fire: GAS-ODOR/LEAK,2016-02-04 10:03:13,LOWER MERION,RIGHTERS FERRY RD & RR OVERPASS,1
22405,40.1532684,-75.1895576,RT309 EXPY & SUMMIT AVE OVERPASS; UPPER DUBLIN; 2016-02-04 @ 10:05:10;,19462.0,Traffic: DISABLED VEHICLE -,2016-02-04 10:05:10,UPPER DUBLIN,RT309 EXPY & SUMMIT AVE OVERPASS,1
22406,40.0946591,-75.3627488,S HENDERSON RD & E DEKALB PIKE; UPPER MERION; 2016-02-04 @ 10:04:16;,19406.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:04:16,UPPER MERION,S HENDERSON RD & E DEKALB PIKE,1
22407,40.1532684,-75.1895576,RT309 EXPY & SUMMIT AVE OVERPASS; UPPER DUBLIN; 2016-02-04 @ 10:04:20;,19406.0,Traffic: DISABLED VEHICLE -,2016-02-04 10:04:20,UPPER DUBLIN,RT309 EXPY & SUMMIT AVE OVERPASS,1
22408,40.0828168,-75.153362,HEDGEROW LN & CURTIS DR; CHELTENHAM; 2016-02-04 @ 10:19:29-Station:STA2;,19095.0,Fire: FIRE ALARM,2016-02-04 10:19:29,CHELTENHAM,HEDGEROW LN & CURTIS DR,1
22409,40.1446184,-75.106047,OVERLOOK AVE & NASH AVE;  UPPER MORELAND; Station 381; 2016-02-04 @ 10:20:19;,19090.0,EMS: MEDICAL ALERT ALARM,2016-02-04 10:20:19,UPPER MORELAND,OVERLOOK AVE & NASH AVE,1
22410,40.1566208,-75.4113257,EAGLEVILLE RD & SUNDERLAND DR;  LOWER PROVIDENCE; Station 322; 2016-02-04 @ 10:23:33;,19403.0,EMS: DEHYDRATION,2016-02-04 10:23:33,LOWER PROVIDENCE,EAGLEVILLE RD & SUNDERLAND DR,1
22411,40.1316537,-75.3098072,NEW HOPE ST & BELVOIR RD; PLYMOUTH; 2016-02-04 @ 10:25:53;,19401.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:25:53,PLYMOUTH,NEW HOPE ST & BELVOIR RD,1
22412,40.1316537,-75.3098072,NEW HOPE ST & BELVOIR RD; PLYMOUTH; 2016-02-04 @ 10:27:35;,19401.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:27:35,PLYMOUTH,NEW HOPE ST & BELVOIR RD,1
22413,40.1316537,-75.3098072,NEW HOPE ST & BELVOIR RD; PLYMOUTH; 2016-02-04 @ 10:28:40;,19401.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:28:40,PLYMOUTH,NEW HOPE ST & BELVOIR RD,1
22414,40.1655642,-75.474342,S COLLEGEVILLE RD & ARCOLA RD; UPPER PROVIDENCE; 2016-02-04 @ 10:30:16;,19426.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:30:16,UPPER PROVIDENCE,S COLLEGEVILLE RD & ARCOLA RD,1
22415,40.0921689,-75.2143101,BETHLEHEM PIKE & W MONTGOMERY AVE;  SPRINGFIELD; Station 311; 2016-02-04 @ 10:34:18;,19038.0,EMS: FALL VICTIM,2016-02-04 10:34:18,SPRINGFIELD,BETHLEHEM PIKE & W MONTGOMERY AVE,1
22416,40.1723141,-75.4927278,RAMP RT422 WB TO RT29;  UPPER PROVIDENCE; Station 324; 2016-02-04 @ 10:33:29;,19038.0,EMS: VEHICLE ACCIDENT,2016-02-04 10:33:29,UPPER PROVIDENCE,RAMP RT422 WB TO RT29,1
22417,40.1723141,-75.4927278,RT422  & RAMP RT29 TO RT422 WB; UPPER PROVIDENCE; 2016-02-04 @ 10:35:02;,19038.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:35:02,UPPER PROVIDENCE,RT422  & RAMP RT29 TO RT422 WB,1
22418,40.1723141,-75.4927278,RAMP RT422 WB TO RT29;  UPPER PROVIDENCE; Station 322A; 2016-02-04 @ 10:33:29;,19038.0,EMS: VEHICLE ACCIDENT,2016-02-04 10:33:29,UPPER PROVIDENCE,RAMP RT422 WB TO RT29,1
22419,40.1723141,-75.4927278,RAMP RT422 WB TO RT29; UPPER PROVIDENCE; 2016-02-04 @ 10:37:23-Station:STA99;,19038.0,Fire: VEHICLE ACCIDENT,2016-02-04 10:37:23,UPPER PROVIDENCE,RAMP RT422 WB TO RT29,1
22420,40.1665145,-75.4721505,RAMP RT422 WB TO RT29 & S COLLEGEVILLE RD; UPPER PROVIDENCE; 2016-02-04 @ 10:37:16;,19038.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:37:16,UPPER PROVIDENCE,RAMP RT422 WB TO RT29 & S COLLEGEVILLE RD,1
22421,40.1723141,-75.4927278,RT422  & RAMP RT422 WB TO RT29; UPPER PROVIDENCE; 2016-02-04 @ 10:37:23-Station:STA99;,19038.0,Fire: VEHICLE ACCIDENT,2016-02-04 10:37:23,UPPER PROVIDENCE,RT422  & RAMP RT422 WB TO RT29,1
22422,40.1723141,-75.4927278,RT422  & RAMP RT422 WB TO RT29;  UPPER PROVIDENCE; Station 322A; 2016-02-04 @ 10:33:29;,19038.0,EMS: VEHICLE ACCIDENT,2016-02-04 10:33:29,UPPER PROVIDENCE,RT422  & RAMP RT422 WB TO RT29,1
22423,40.0223243,-75.3200883,SUMMIT GROVE AVE & W LANCASTER AVE; LOWER MERION; 2016-02-04 @ 10:36:52;,19010.0,Traffic: ROAD OBSTRUCTION -,2016-02-04 10:36:52,LOWER MERION,SUMMIT GROVE AVE & W LANCASTER AVE,1
22424,40.1723141,-75.4927278,RT422  & RAMP RT422 WB TO RT29; UPPER PROVIDENCE; 2016-02-04 @ 10:37:16;,19010.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:37:16,UPPER PROVIDENCE,RT422  & RAMP RT422 WB TO RT29,1
22425,40.0700157,-75.3497513,GYPSY LN & LONGVIEW RD;  UPPER MERION; Station 317; 2016-02-04 @ 10:43:57;,19406.0,EMS: GENERAL WEAKNESS,2016-02-04 10:43:57,UPPER MERION,GYPSY LN & LONGVIEW RD,1
22426,40.1007482,-75.2151078,WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; Station 311; 2016-02-04 @ 10:45:50;,19031.0,EMS: RESPIRATORY EMERGENCY,2016-02-04 10:45:50,SPRINGFIELD,WISSAHICKON AVE & ROSE LN,1
22427,40.1670112,-75.1294432,LINDEN AVE & VESER LN; UPPER MORELAND; 2016-02-04 @ 10:46:34-Station:STA10;,19090.0,Fire: FIRE ALARM,2016-02-04 10:46:34,UPPER MORELAND,LINDEN AVE & VESER LN,1
22428,40.2574738,-75.6732492,VON STEUBEN DR & ANTHONY WAYNE DR;  WEST POTTSGROVE; Station 329; 2016-02-04 @ 10:48:48;,19464.0,EMS: ALLERGIC REACTION,2016-02-04 10:48:48,WEST POTTSGROVE,VON STEUBEN DR & ANTHONY WAYNE DR,1
22429,40.2291671,-75.1680389,COUNTY LINE RD & FAIRMOUNT AVE;  HORSHAM; Station 352; 2016-02-04 @ 10:50:22;,19002.0,EMS: RESPIRATORY EMERGENCY,2016-02-04 10:50:22,HORSHAM,COUNTY LINE RD & FAIRMOUNT AVE,1
22430,40.0254057,-75.2577388,HAGYS FORD RD & CONSHOHOCKEN STATE RD; LOWER MERION; 2016-02-04 @ 10:49:38;,19072.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:49:38,LOWER MERION,HAGYS FORD RD & CONSHOHOCKEN STATE RD,1
22431,40.0821507,-75.204842,STENTON AVE & E BIRCH LN; SPRINGFIELD; 2016-02-04 @ 10:47:08;,19038.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 10:47:08,SPRINGFIELD,STENTON AVE & E BIRCH LN,1
22432,40.2614589,-75.3597497,MORGAN WAY & ASTOR DR;  LOWER SALFORD; Station 344; 2016-02-04 @ 10:54:50;,19438.0,EMS: UNKNOWN MEDICAL EMERGENCY,2016-02-04 10:54:50,LOWER SALFORD,MORGAN WAY & ASTOR DR,1
22433,40.0627,-75.2633561,MANOR RD & HAGYS MILL RD; WHITEMARSH; 2016-02-04 @ 11:03:35;,19128.0,Traffic: DISABLED VEHICLE -,2016-02-04 11:03:35,WHITEMARSH,MANOR RD & HAGYS MILL RD,1
22434,40.2328443,-75.2187676,FIELDCREST CT & CHERRYWOOD CT;  MONTGOMERY; Station 345A; 2016-02-04 @ 11:07:34;,19454.0,EMS: DIZZINESS,2016-02-04 11:07:34,MONTGOMERY,FIELDCREST CT & CHERRYWOOD CT,1
22435,40.1867529,-75.1433734,HORSHAM RD & WALNUT AVE; HORSHAM; 2016-02-04 @ 11:06:44;,19044.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 11:06:44,HORSHAM,HORSHAM RD & WALNUT AVE,1
22436,40.0867704,-75.1522308,GREENWOOD AVE & SPRUCE LN; CHELTENHAM; 2016-02-04 @ 11:15:22-Station:STA2;,19095.0,Fire: BUILDING FIRE,2016-02-04 11:15:22,CHELTENHAM,GREENWOOD AVE & SPRUCE LN,1
22437,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-02-04 @ 11:12:08;,19403.0,EMS: RESPIRATORY EMERGENCY,2016-02-04 11:12:08,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
22438,40.0867704,-75.1522308,GREENWOOD AVE & SPRUCE LN;  CHELTENHAM; Station 358A; 2016-02-04 @ 11:18:14;,19095.0,EMS: BUILDING FIRE,2016-02-04 11:18:14,CHELTENHAM,GREENWOOD AVE & SPRUCE LN,1
22439,40.1136913,-75.2942036,PLYMOUTH RD & FALCON WAY; PLYMOUTH; 2016-02-04 @ 11:16:48;,19462.0,Traffic: DISABLED VEHICLE -,2016-02-04 11:16:48,PLYMOUTH,PLYMOUTH RD & FALCON WAY,1
22440,40.3280518,-75.3289069,WASHINGTON AVE & FULTON AVE;  TELFORD; Station 339; 2016-02-04 @ 11:21:19;,18969.0,EMS: FALL VICTIM,2016-02-04 11:21:19,TELFORD,WASHINGTON AVE & FULTON AVE,1
22441,40.2356127,-75.2251278,RT202 PKWY & HORSHAM RD; MONTGOMERY; 2016-02-04 @ 11:23:59;,18969.0,Traffic: DISABLED VEHICLE -,2016-02-04 11:23:59,MONTGOMERY,RT202 PKWY & HORSHAM RD,1
22442,40.1550603,-75.1022513,DAVISVILLE RD & PENNYPACK RD;  UPPER MORELAND; Station 381; 2016-02-04 @ 11:29:45;,19040.0,EMS: UNCONSCIOUS SUBJECT,2016-02-04 11:29:45,UPPER MORELAND,DAVISVILLE RD & PENNYPACK RD,1
22443,40.0083463,-75.2938805,ARDMORE AVE & W ATHENS AVE;  LOWER MERION; Station 313; 2016-02-04 @ 11:31:13;,19003.0,EMS: FALL VICTIM,2016-02-04 11:31:13,LOWER MERION,ARDMORE AVE & W ATHENS AVE,1
22444,40.2594148,-75.3246196,ALLENTOWN RD & FORTY FOOT RD; TOWAMENCIN; 2016-02-04 @ 11:30:17;,19446.0,Traffic: DISABLED VEHICLE -,2016-02-04 11:30:17,TOWAMENCIN,ALLENTOWN RD & FORTY FOOT RD,1
22445,40.2642269,-75.6290857,CHARLOTTE ST & MERVINE ST; LOWER POTTSGROVE; 2016-02-04 @ 11:44:53;,19464.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 11:44:53,LOWER POTTSGROVE,CHARLOTTE ST & MERVINE ST,1
22446,40.0935279,-75.1337202,FLORENCE AVE & GREENWOOD AVE;  JENKINTOWN; Station 382; 2016-02-04 @ 11:48:32;,19046.0,EMS: RESPIRATORY EMERGENCY,2016-02-04 11:48:32,JENKINTOWN,FLORENCE AVE & GREENWOOD AVE,1
22447,40.1522341,-75.4125913,EAGLE STREAM DR & COACH LN;  LOWER PROVIDENCE; Station 322; 2016-02-04 @ 11:51:56;,19403.0,EMS: SEIZURES,2016-02-04 11:51:56,LOWER PROVIDENCE,EAGLE STREAM DR & COACH LN,1
22448,40.2559034,-75.5658819,PRUSS HILL RD & RUPERT RD;  LOWER POTTSGROVE; Station 329; 2016-02-04 @ 11:53:48;,19464.0,EMS: SEIZURES,2016-02-04 11:53:48,LOWER POTTSGROVE,PRUSS HILL RD & RUPERT RD,1
22449,40.033578,-75.2670955,SCHUYLKILL EXPY & CONSHOHOCKEN STATE UNDERPASS; LOWER MERION; 2016-02-04 @ 11:52:41;,19464.0,Traffic: DISABLED VEHICLE -,2016-02-04 11:52:41,LOWER MERION,SCHUYLKILL EXPY & CONSHOHOCKEN STATE UNDERPASS,1
22450,40.088958,-75.408347,GODDARD BLVD & N GULPH RD; UPPER MERION; 2016-02-04 @ 11:51:54;,19406.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 11:51:54,UPPER MERION,GODDARD BLVD & N GULPH RD,1
22451,40.2694794,-75.3311661,DERSTINE RD & KIMBERLY WAY;  HATFIELD TOWNSHIP; Station 345; 2016-02-04 @ 11:59:57;,19440.0,EMS: SUBJECT IN PAIN,2016-02-04 11:59:57,HATFIELD TOWNSHIP,DERSTINE RD & KIMBERLY WAY,1
22452,40.2480571,-75.6375912,BEECH ST & N ADAMS ST;  POTTSTOWN; Station 329; 2016-02-04 @ 12:05:54;,19464.0,EMS: SHOOTING,2016-02-04 12:05:54,POTTSTOWN,BEECH ST & N ADAMS ST,1
22453,40.1025014,-75.2913491,CHEMICAL RD & RAMP I476 NB TO CHEMICAL RD;  PLYMOUTH; Station 308; 2016-02-04 @ 12:06:26;,19462.0,EMS: HEMORRHAGING,2016-02-04 12:06:26,PLYMOUTH,CHEMICAL RD & RAMP I476 NB TO CHEMICAL RD,1
22454,40.0923316,-75.3110421,BROOK RD & ALAN WOOD RD; PLYMOUTH; 2016-02-04 @ 12:06:34;,19428.0,Traffic: HAZARDOUS ROAD CONDITIONS -,2016-02-04 12:06:34,PLYMOUTH,BROOK RD & ALAN WOOD RD,1
22455,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-02-04 @ 12:18:44;,19403.0,EMS: CARDIAC EMERGENCY,2016-02-04 12:18:44,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
22456,40.0607625,-75.3510183,UPPER GULPH RD & GULPH HILLS RD;  UPPER MERION; Station 317; 2016-02-04 @ 12:19:28;,19087.0,EMS: FEVER,2016-02-04 12:19:28,UPPER MERION,UPPER GULPH RD & GULPH HILLS RD,1
22457,40.130933,-75.4014542,S TROOPER RD & EGYPT RD; WEST NORRITON; 2016-02-04 @ 12:16:37;,19403.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 12:16:37,WEST NORRITON,S TROOPER RD & EGYPT RD,1
22458,40.1164676,-75.1379964,EASTON RD & MT VERNON DR;  ABINGTON; Station 383; 2016-02-04 @ 12:29:44;,19038.0,EMS: ABDOMINAL PAINS,2016-02-04 12:29:44,ABINGTON,EASTON RD & MT VERNON DR,1
22459,40.1053039,-75.1440235,PARKDALE AVE;  ABINGTON; Station 383; 2016-02-04 @ 12:28:00;,19038.0,EMS: VEHICLE ACCIDENT,2016-02-04 12:28:00,ABINGTON,PARKDALE AVE,1
22460,40.1072774,-75.1470604,PARKDALE AVE & EASTON RD; ABINGTON; 2016-02-04 @ 12:28:03;,19038.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 12:28:03,ABINGTON,PARKDALE AVE & EASTON RD,1
22461,40.21371,-75.5384033,LINFIELD TRAPPE RD & WEAVER LN;  LIMERICK; Station 324A; 2016-02-04 @ 12:33:52;,19468.0,EMS: GENERAL WEAKNESS,2016-02-04 12:33:52,LIMERICK,LINFIELD TRAPPE RD & WEAVER LN,1
22462,40.1166177,-75.1577789,HAMEL AVE & JENKINTOWN RD; ABINGTON; 2016-02-04 @ 12:33:39;,19038.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 12:33:39,ABINGTON,HAMEL AVE & JENKINTOWN RD,1
22463,40.1125844,-75.3297589,AIRY ST & TREMONT AVE;  NORRISTOWN; Station 308A; 2016-02-04 @ 12:36:17;,19401.0,EMS: ABDOMINAL PAINS,2016-02-04 12:36:17,NORRISTOWN,AIRY ST & TREMONT AVE,1
22464,40.0826803,-75.1930201,FLOURTOWN AVE & ABINGTON AVE;  SPRINGFIELD; Station 311; 2016-02-04 @ 12:37:41;,19038.0,EMS: CARDIAC EMERGENCY,2016-02-04 12:37:41,SPRINGFIELD,FLOURTOWN AVE & ABINGTON AVE,1
22465,40.1218223,-75.0636307,MURRAY AVE & BARRETT AVE;  LOWER MORELAND; Station 355; 2016-02-04 @ 12:42:03;,19006.0,EMS: CARDIAC EMERGENCY,2016-02-04 12:42:03,LOWER MORELAND,MURRAY AVE & BARRETT AVE,1
22466,40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2016-02-04 @ 12:45:59;,19438.0,EMS: CARDIAC EMERGENCY,2016-02-04 12:45:59,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
22467,40.0951072,-75.125701,YORK RD & GREENWOOD AVE; JENKINTOWN; 2016-02-04 @ 12:54:27;,19046.0,Traffic: DISABLED VEHICLE -,2016-02-04 12:54:27,JENKINTOWN,YORK RD & GREENWOOD AVE,1
22468,40.0854266,-75.2691652,LANTERN LN & JOSHUA RD;  WHITEMARSH; Station 318; 2016-02-04 @ 13:07:17;,19444.0,EMS: GENERAL WEAKNESS,2016-02-04 13:07:17,WHITEMARSH,LANTERN LN & JOSHUA RD,1
22469,40.2137508,-75.4191941,HECKLER RD & MT AIRY RD;  SKIPPACK; Station 336; 2016-02-04 @ 13:11:50;,19426.0,EMS: HEAD INJURY,2016-02-04 13:11:50,SKIPPACK,HECKLER RD & MT AIRY RD,1
22470,40.1262537,-75.1155586,ELKINS AVE & DAVIDSON RD;  ABINGTON; Station 381; 2016-02-04 @ 13:24:30;,19001.0,EMS: ANIMAL BITE,2016-02-04 13:24:30,ABINGTON,ELKINS AVE & DAVIDSON RD,1
22471,40.2694794,-75.3311661,DERSTINE RD & KIMBERLY WAY;  HATFIELD TOWNSHIP; Station 345; 2016-02-04 @ 13:23:56;,19440.0,EMS: CARDIAC EMERGENCY,2016-02-04 13:23:56,HATFIELD TOWNSHIP,DERSTINE RD & KIMBERLY WAY,1
22472,40.1154061,-75.2971234,RAMP PLYMOUTH RD TO I476  & PLYMOUTH RD; PLYMOUTH; 2016-02-04 @ 13:30:02;,19462.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 13:30:02,PLYMOUTH,RAMP PLYMOUTH RD TO I476  & PLYMOUTH RD,1
22473,40.1580082,-75.1737971,WINSLOW WAY & LEXINGTON DR;  UPPER DUBLIN; Station 351; 2016-02-04 @ 13:33:42;,19002.0,EMS: CARDIAC EMERGENCY,2016-02-04 13:33:42,UPPER DUBLIN,WINSLOW WAY & LEXINGTON DR,1
22474,40.1488417,-75.3832068,TROOPER RD & OAKLAND DR;  LOWER PROVIDENCE; Station 322; 2016-02-04 @ 13:36:09;,19403.0,EMS: GENERAL WEAKNESS,2016-02-04 13:36:09,LOWER PROVIDENCE,TROOPER RD & OAKLAND DR,1
22475,40.009085,-75.293295,LANCASTER AVE & ARDMORE AVE; LOWER MERION; 2016-02-04 @ 13:37:30;,19003.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 13:37:30,LOWER MERION,LANCASTER AVE & ARDMORE AVE,1
22476,40.1020187,-75.1533235,MT CARMEL AVE & ROBERTS AVE;  CHELTENHAM; Station 358A; 2016-02-04 @ 13:41:08;,19038.0,EMS: FALL VICTIM,2016-02-04 13:41:08,CHELTENHAM,MT CARMEL AVE & ROBERTS AVE,1
22477,40.1558981,-75.1219183,FITZWATERTOWN RD & EASTON RD; UPPER MORELAND; 2016-02-04 @ 13:41:01;,19090.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 13:41:01,UPPER MORELAND,FITZWATERTOWN RD & EASTON RD,1
22478,40.0079924,-75.2912588,W LANCASTER AVE & ANDERSON AVE; LOWER MERION; 2016-02-04 @ 13:37:30;,19003.0,Traffic: VEHICLE ACCIDENT -,2016-02-04 13:37:30,LOWER MERION,W LANCASTER AVE & ANDERSON AVE,1
22479,40.2290075,-75.3878525,MAIN ST & W VINE ST;  HATFIELD BORO; Station 345; 2016-02-04 @ 13:47:01;,19003.0,EMS: ALTERED MENTAL STATUS,2016-02-04 13:47:01,HATFIELD BORO,MAIN ST & W VINE ST,1
22480,40.0859891,-75.1463175,CHURCH RD & BENT RD;  CHELTENHAM; Station 358A; 2016-02-04 @ 14:00:26;,19095.0,EMS: CVA/STROKE,2016-02-04 14:00:26,CHELTENHAM,CHURCH RD & BENT RD,1
22481,40.097161,-75.157014,EASTON RD & TOXONY AVE;  CHELTENHAM; Station 358A; 2016-02-04 @ 13:58:47;,19038.0,EMS: CARDIAC EMERGENCY,2016-02-04 13:58:47,CHELTENHAM,EASTON RD & TOXONY AVE,1
22482,40.2212266,-75.2887369,ALLENTOWN RD & MERCK GATE 1; UPPER GWYNEDD; 2016-02-04 @ 13:57:18;,19038.0,Traffic: DISABLED VEHICLE -,2016-02-04 13:57:18,UPPER GWYNEDD,ALLENTOWN RD & MERCK GATE 1,1
22483,40.2250992,-75.2076515,HORSHAM RD & GREEN TREE TAVERN RD;  HORSHAM; Station 352; 2016-02-04 @ 14:06:20;,19454.0,EMS: CARDIAC EMERGENCY,2016-02-04 14:06:20,HORSHAM,HORSHAM RD & GREEN TREE TAVERN RD,1
22484,40.0859835,-75.1896126,SOUTHAMPTON AVE & ABINGTON AVE;  SPRINGFIELD; Station 311; 2016-02-04 @ 14:10:42;,19038.0,EMS: FALL VICTIM,2016-02-04 14:10:42,SPRINGFIELD,SOUTHAMPTON AVE & ABINGTON AVE,1
